Customer_Number,Attrition_Flag,Age,Date_of_birth,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
3782361383,Existing Customer,44,8/23/1980,N/A,3,College,Married,$60K - $80K,Blue,30,5,2,0,4489.00,0,4489.00,0.693,3773,64,0.455,0.000
3782445790,,56,4/13/1968,F,3,Graduate,Married,$40K - $60K,Blue,44,6,3,4,1544.00,0,1544.00,0.315,1902,35,0.400,0.000
3782447133,Existing Customer,41,1/9/1983,F,3,College,Married,Unknown,Blue,35,6,2,4,2255.00,1769,486.00,0.767,4717,83,0.804,0.784
3782505486,Existing Customer,7,6/18/2011,M,1,Graduate,Married,$60K - $80K,Blue,50,6,3,3,6735.00,2289,4446.00,0.661,1249,28,0.750,0.340
3782527800,Existing Customer,9,5/1/2013,F,3,Graduate,Married,Less than $40K,Blue,36,5,3,4,5090.00,1650,3440.00,0.580,3707,72,0.440,0.324
3782558883,Existing Customer,42,3/9/1982,F,5,High School,Divorced,Less than $40K,Blue,36,5,2,3,2069.00,1288,781.00,0.810,5668,82,0.640,0.623
3782565183,Existing Customer,35,1/1/1989,F,1,Unknown,Married,Less than $40K,Blue,29,4,2,3,1438.30,856,582.30,0.792,4432,92,0.736,0.595
3782571058,Attrited Customer,42,3/30/1982,N/A,3,Graduate,Single,$40K - $60K,Blue,36,6,2,3,1451.00,599,852.00,0.752,2192,35,0.458,0.413
3782649413,Existing Customer,6,4/9/2010,F,3,Graduate,Married,Less than $40K,Blue,27,5,3,3,1438.30,988,450.30,0.556,3561,72,0.500,0.687
3782659139,Existing Customer,51,8/21/1973,F,3,Graduate,Single,$40K - $60K,Blue,36,3,3,4,0.00,1847,738.00,0.627,3480,64,0.600,0.715
3782812158,Attrited Customer,45,1/31/1979,F,4,Unknown,Married,Less than $40K,Blue,39,3,2,2,3411.00,1472,1939.00,0.585,2108,55,0.618,0.432
3782954527,Existing Customer,108,6/2/1916,M,5,Doctorate,Divorced,$120K +,Blue,31,1,2,2,34516.00,1802,32714.00,0.871,7936,101,0.485,0.052
3783031083,Existing Customer,39,2/20/1985,M,3,Unknown,Married,$80K - $120K,Blue,33,6,6,4,18582.00,794,17788.00,0.717,1836,46,0.586,0.043
3783033424,Attrited Customer,38,5/27/1986,F,2,Doctorate,Married,Less than $40K,N/A,28,5,2,4,1614.00,0,1614.00,0.609,2437,46,0.438,0.000
3783080958,Existing Customer,34,7/13/1990,F,4,Graduate,Single,$40K - $60K,Blue,28,5,2,3,2472.00,1899,573.00,0.770,4408,86,0.792,0.768
3783095605,Existing Customer,36,4/16/1988,M,1,N/A,Single,$60K - $80K,Blue,36,3,3,4,2601.00,1817,784.00,0.663,2542,67,0.675,0.699
3783112960,Existing Customer,117,2/8/1907,F,0,Graduate,Married,$40K - $60K,Blue,50,3,3,0,4906.00,2185,2721.00,0.660,3999,71,1.088,0.445
3783131133,Existing Customer,55,3/27/1969,F,0,Graduate,Single,Less than $40K,Silver,49,1,2,3,12094.00,1870,10224.00,0.845,8285,106,0.738,0.155
3783143479,Existing Customer,39,4/20/2000,M,2,Graduate,Single,$40K - $60K,Blue,26,6,3,2,6423.00,0,6423.00,1.051,4295,70,0.795,0.000
3783228883,Attrited Customer,56,6/6/1968,F,1,Graduate,Single,$40K - $60K,N/A,37,2,4,3,2339.00,0,2339.00,0.493,1542,45,0.607,0.000
3783247156,,33,8/12/1991,M,2,College,Married,$120K +,Gold,20,2,1,4,34516.00,0,34516.00,1.004,9338,73,0.622,0.000
3783318330,Existing Customer,9,2/20/2013,F,2,Post-Graduate,Married,Less than $40K,Blue,37,2,1,2,5500.00,0,5500.00,0.675,14357,110,0.618,0.000
3783371658,Existing Customer,41,4/23/1983,M,3,Unknown,Married,$60K - $80K,Silver,35,2,3,2,33889.00,1203,32686.00,0.944,14954,112,0.623,0.035
3783374358,Existing Customer,59,3/24/1965,M,0,Graduate,Married,$40K - $60K,Blue,53,3,2,3,4241.00,0,4241.00,0.607,1798,45,0.731,0.000
3783376608,Existing Customer,44,3/15/1980,F,3,Unknown,Married,Unknown,Blue,38,4,3,3,11474.00,1063,10411.00,0.686,3242,74,0.451,0.093
3783391109,Existing Customer,36,3/26/1998,F,5,Unknown,Single,Less than $40K,Blue,24,3,1,1,2980.00,2093,887.00,0.522,4132,70,0.667,0.702
3783392058,Existing Customer,43,1/10/1981,M,4,Uneducated,Married,$60K - $80K,Blue,37,4,1,3,3482.00,1942,1540.00,0.926,3512,63,0.853,0.558
3783392058,Existing Customer,43,1/10/1981,M,4,Uneducated,Married,$60K - $80K,Blue,37,4,1,3,3482.00,1942,1540.00,0.926,3512,63,0.853,0.558
3783397908,Existing Customer,55,8/17/1969,M,2,Uneducated,Divorced,$60K - $80K,Blue,49,4,5,3,10127.00,1873,8254.00,0.573,1647,53,0.472,0.185
3783403758,Existing Customer,46,8/17/1978,M,3,Graduate,Unknown,$80K - $120K,Blue,37,6,4,3,1530.00,0,1530.00,0.635,4256,78,0.773,0.000
3783510408,Existing Customer,62,6/23/1962,M,0,Graduate,Unknown,$80K - $120K,Blue,56,5,3,2,29100.00,1228,27872.00,0.722,5041,74,0.805,0.042
3783532044,Existing Customer,33,9/17/1998,F,2,Doctorate,Unknown,Unknown,Blue,21,3,3,3,4651.00,2499,2152.00,0.766,5097,79,0.795,0.537
3783551521,Existing Customer,40,5/18/1997,M,3,Graduate,Divorced,$120K +,Blue,30,3,2,1,34516.00,0,34516.00,0.643,3734,80,0.860,0.000
3783552258,Existing Customer,53,8/31/1971,F,3,Graduate,Married,Less than $40K,Blue,47,5,6,2,2759.00,2223,536.00,1.320,2093,42,1.000,0.806
3783565083,Existing Customer,58,5/19/1966,M,4,Graduate,Single,$120K +,Blue,52,6,1,0,32090.00,0,32090.00,0.567,1368,30,0.364,0.000
3783571683,Existing Customer,57,5/26/1967,M,4,Post-Graduate,Married,$120K +,Blue,51,4,2,3,16952.00,0,16952.00,0.709,1918,61,0.649,0.000
3783583533,Existing Customer,42,3/27/1982,F,4,College,Single,$40K - $60K,Blue,36,3,1,2,2575.00,2136,439.00,0.722,5267,83,0.886,0.830
3783592892,Existing Customer,50,2/16/1974,F,1,N/A,Unknown,Less than $40K,Blue,32,6,1,3,2652.00,1911,741.00,0.831,4816,79,0.881,0.721
3783635133,Existing Customer,51,6/11/1973,M,2,Post-Graduate,Single,$120K +,Blue,45,4,2,2,22294.00,0,22294.00,0.647,3444,71,0.614,0.000
3783646573,Existing Customer,35,4/14/1989,M,2,Graduate,Married,$60K - $80K,N/A,24,5,1,3,7453.00,0,7453.00,0.712,1691,47,0.516,0.000
3783715973,Existing Customer,48,6/6/1976,M,3,N/A,Single,$80K - $120K,Blue,35,3,3,4,11851.00,0,11851.00,0.430,4498,73,0.622,0.000
3783851457,Existing Customer,41,5/24/1983,M,4,High School,Single,$120K +,Blue,28,5,1,4,0.00,0,34516.00,0.791,4004,86,0.755,0.000
3783920133,Existing Customer,37,5/29/1987,F,0,Unknown,Married,Less than $40K,Blue,31,5,2,2,2684.00,1381,1303.00,0.794,2002,60,0.429,0.515
3784191605,Existing Customer,10,7/20/2014,M,2,Unknown,Married,$80K - $120K,Gold,33,1,3,2,34516.00,0,34516.00,0.724,9179,113,0.766,0.000
3784245406,Attrited Customer,52,5/17/1972,F,1,Graduate,Married,Less than $40K,N/A,42,1,5,3,1471.00,0,1471.00,0.624,2253,48,0.455,0.000
3784273683,Existing Customer,43,2/28/1981,M,2,Uneducated,Single,$60K - $80K,Silver,37,4,3,3,27781.00,0,27781.00,1.000,3184,61,0.743,0.000
3784284896,Existing Customer,53,7/12/1971,M,0,Graduate,Single,$60K - $80K,Blue,35,3,1,3,0.00,596,17125.00,0.694,14409,83,0.844,0.034
3784434042,Unknown,38,2/10/1986,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,6114.00,1461,4653.00,0.772,2608,36,0.385,0.239
3784570383,Existing Customer,45,8/3/1979,M,1,Uneducated,Divorced,$60K - $80K,Blue,39,4,2,0,21721.00,1247,20474.00,0.657,3937,63,0.658,0.057
3784662887,Attrited Customer,102,1/1/1922,M,3,College,Married,$80K - $120K,Blue,36,3,2,2,3031.00,2517,514.00,0.409,2188,50,0.389,0.830
3784690436,Existing Customer,48,3/19/1976,N/A,4,College,Single,$60K - $80K,Blue,30,4,2,2,3307.00,2234,1073.00,0.818,4006,68,0.838,0.676
3784729833,Existing Customer,54,1/26/1970,F,2,Uneducated,Married,$40K - $60K,Blue,43,5,1,1,1438.30,0,1438.30,0.531,1707,41,0.783,0.000
3784735458,Existing Customer,41,5/26/1983,M,3,High School,Married,$40K - $60K,Blue,33,4,2,1,4470.00,680,3790.00,1.608,931,18,1.571,0.152
3784744383,Existing Customer,56,8/1/1968,F,2,Unknown,Divorced,$40K - $60K,Blue,50,5,2,2,5084.00,1683,3401.00,0.923,4060,55,0.774,0.331
3784797581,Unknown,51,7/4/1973,M,2,High School,Single,$60K - $80K,Blue,42,1,3,2,16703.00,1140,15563.00,0.555,15472,122,0.768,0.068
3784799883,Existing Customer,40,7/26/1984,M,2,Unknown,Married,$60K - $80K,Blue,34,6,3,0,3269.00,1601,1668.00,1.168,3966,74,0.947,0.490
3784805208,Existing Customer,31,6/3/1993,F,1,High School,Divorced,Less than $40K,Blue,25,2,1,3,1984.00,0,1984.00,1.050,4794,73,0.921,0.000
3784808808,Existing Customer,38,6/7/1986,M,2,High School,Married,$40K - $60K,Blue,32,3,2,2,1438.30,0,1438.30,0.846,1999,39,0.560,0.000
3784829883,Existing Customer,54,8/1/1970,F,1,Graduate,Single,Unknown,Blue,48,1,1,2,8572.00,2128,6444.00,0.821,7850,94,0.516,0.248
3784837233,Existing Customer,39,4/26/1985,F,1,High School,Single,Less than $40K,Blue,33,6,3,2,2292.00,1839,453.00,0.675,4043,72,0.674,0.802
3784845136,Attrited Customer,47,5/11/1977,M,2,N/A,Single,$80K - $120K,Blue,36,4,3,5,4754.00,0,4754.00,0.618,2607,41,0.367,0.000
3784879083,Existing Customer,56,5/2/1968,F,1,High School,Married,Unknown,Blue,49,1,2,1,17542.00,2517,15025.00,0.800,13939,138,0.792,0.143
3784891083,Existing Customer,34,5/17/1990,F,4,Graduate,Single,$40K - $60K,Blue,28,2,3,1,4022.00,1680,2342.00,0.579,3776,84,0.826,0.418
3784901583,Existing Customer,55,1/10/1969,M,1,Graduate,Married,$80K - $120K,Blue,49,4,3,3,28751.00,2158,26593.00,0.536,1502,34,0.789,0.075
3784905483,Attrited Customer,49,4/30/1975,F,1,Graduate,Married,Less than $40K,Blue,43,5,3,3,1938.00,0,1938.00,0.612,2870,49,0.750,0.000
3784917783,Existing Customer,36,5/10/1988,M,2,High School,Married,$80K - $120K,Blue,30,2,1,2,4343.00,2220,2123.00,1.045,14463,119,0.776,0.511
3784920892,Existing Customer,35,4/14/1989,M,2,Graduate,Married,$60K - $80K,N/A,24,5,1,3,7453.00,0,7453.00,0.712,1691,47,0.516,0.000
3784949552,Existing Customer,55,9/11/1993,F,2,College,Divorced,Less than $40K,Blue,43,5,2,1,2239.00,1340,899.00,0.658,4540,73,0.587,0.598
3784989986,Existing Customer,7,2/22/2011,F,4,Graduate,Married,Unknown,Blue,38,3,2,3,16815.00,0,16815.00,0.938,2976,65,0.512,0.000
3785005008,Existing Customer,26,4/6/1998,F,0,Unknown,Married,Less than $40K,Blue,20,2,2,2,2516.00,2378,138.00,1.033,4746,75,0.875,0.945
3785005008,Existing Customer,26,4/6/1998,F,0,Unknown,Married,Less than $40K,Blue,20,2,2,2,2516.00,2378,138.00,1.033,4746,75,0.875,0.945
3785008233,Existing Customer,33,7/30/1991,M,3,High School,Married,$80K - $120K,Blue,22,5,3,2,9094.00,0,9094.00,0.631,4203,76,0.727,0.000
3785021508,Attrited Customer,36,7/9/1988,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,3,4,2190.00,0,2190.00,0.908,1412,38,0.583,0.000
3785034933,Existing Customer,53,3/28/1971,F,1,High School,Single,Less than $40K,Blue,47,6,2,3,3378.00,2134,1244.00,0.541,4464,83,0.930,0.632
3785049033,Existing Customer,43,8/11/1981,F,0,Graduate,Married,Less than $40K,Blue,37,3,1,4,6380.00,1160,5220.00,0.753,17119,124,0.797,0.182
3785065233,Existing Customer,52,8/1/1972,M,0,Graduate,Single,$60K - $80K,Blue,46,4,2,4,10817.00,1142,9675.00,0.722,3889,60,0.818,0.106
3785090433,Existing Customer,37,4/23/1987,F,2,High School,Married,Less than $40K,Blue,31,5,3,3,2352.00,0,2352.00,1.467,2344,48,0.920,0.000
3785117058,Existing Customer,51,7/24/1973,F,1,Unknown,Single,Unknown,Blue,45,2,2,3,6519.00,2178,4341.00,0.739,4505,71,0.732,0.334
3785124933,Existing Customer,46,1/13/1978,M,2,Post-Graduate,Single,$40K - $60K,Silver,40,4,2,2,15459.00,0,15459.00,0.789,1419,30,0.667,0.000
3785129958,Existing Customer,40,4/22/1984,M,3,College,Divorced,$60K - $80K,Blue,34,3,3,3,19666.00,1180,18486.00,0.898,3391,54,0.636,0.060
3785144883,Existing Customer,41,1/12/1983,M,2,College,Unknown,$80K - $120K,Blue,24,3,2,4,14320.00,0,14320.00,0.754,4077,77,0.791,0.000
3785183299,Existing Customer,117,4/7/1907,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,3,4,14480.00,0,14480.00,0.703,1616,43,0.654,0.000
3785194514,Existing Customer,10,5/8/2014,M,3,Graduate,Married,$60K - $80K,Blue,29,3,3,1,12294.00,2517,9777.00,0.775,7906,87,0.611,0.205
3785228583,Existing Customer,44,5/20/1980,M,2,Graduate,Married,$40K - $60K,Blue,38,4,1,3,2505.00,2282,223.00,0.712,4333,77,0.833,0.911
3785228583,Existing Customer,44,5/20/1980,M,2,Graduate,Married,$40K - $60K,Blue,38,4,1,3,2505.00,2282,223.00,0.712,4333,77,0.833,0.911
3785234928,Existing Customer,41,3/20/1999,F,4,Post-Graduate,Single,Less than $40K,Blue,36,5,4,1,2968.00,1873,1095.00,1.110,5171,85,0.889,0.631
3785240208,Existing Customer,50,6/29/1974,M,2,Uneducated,Single,$60K - $80K,Blue,44,1,2,1,3318.00,2349,969.00,0.883,4905,80,0.739,0.708
3785248083,Attrited Customer,45,1/15/1979,M,5,College,Married,$60K - $80K,Blue,39,2,3,3,3439.00,0,3439.00,0.825,2661,35,0.296,0.000
3785268641,Existing Customer,41,2/18/1983,M,4,N/A,Married,$60K - $80K,Blue,36,4,1,2,8923.00,2517,6406.00,1.726,1589,24,1.667,0.282
3785272458,Attrited Customer,46,6/19/1978,M,5,Uneducated,Unknown,$40K - $60K,Blue,40,5,4,3,6185.00,1960,4225.00,0.669,2225,45,0.875,0.317
3785287401,Existing Customer,30,6/5/1997,M,1,Uneducated,Divorced,Unknown,Blue,22,5,3,4,12539.00,910,11629.00,0.856,2643,72,0.674,0.073
3785296008,Attrited Customer,49,4/8/1975,F,3,Graduate,Single,Less than $40K,Blue,43,6,3,4,1675.00,0,1675.00,0.760,2622,53,0.710,0.000
3785321283,Existing Customer,54,7/19/1970,F,2,Graduate,Single,Less than $40K,Blue,48,6,1,4,6610.00,928,5682.00,0.894,3328,69,0.683,0.140
3785338533,Existing Customer,37,4/4/1987,F,4,Graduate,Married,Less than $40K,Blue,31,5,2,3,1758.00,1180,578.00,0.744,2013,41,0.367,0.671
3785361258,Existing Customer,61,8/27/1963,F,1,Graduate,Unknown,$40K - $60K,Blue,55,4,3,3,1438.30,0,1438.30,0.573,4518,81,0.723,0.000
3785361983,,43,7/1/1981,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187.00,2430,757.00,0.617,1387,33,1.357,0.762
3785374497,Existing Customer,35,1/25/1989,N/A,2,High School,Married,$60K - $80K,Blue,36,4,2,4,19127.00,1880,17247.00,0.788,1859,33,0.571,0.098
3785398008,Existing Customer,47,7/27/1977,F,3,High School,Single,$40K - $60K,Blue,41,4,3,3,3788.00,1540,2248.00,0.566,1594,47,0.382,0.407
3785420283,Existing Customer,50,4/17/1974,F,3,High School,Married,Less than $40K,Blue,42,4,3,3,2719.00,0,2719.00,0.794,4172,65,0.970,0.000
3785442858,Existing Customer,42,3/18/1982,F,4,High School,Married,Less than $40K,Gold,36,2,3,3,15433.00,0,15433.00,0.865,966,22,1.200,0.000
3785465391,Existing Customer,38,7/24/1986,F,2,N/A,Single,Less than $40K,Blue,29,3,3,2,3590.00,1924,1666.00,0.573,1472,37,0.762,0.536
3785497908,Existing Customer,59,2/26/1965,F,1,Graduate,Single,$40K - $60K,Blue,53,2,2,0,1980.00,1409,571.00,0.743,5350,96,0.714,0.712
3785510658,Existing Customer,53,8/28/1971,F,4,Unknown,Married,Less than $40K,Blue,47,3,2,2,2734.00,2085,649.00,0.764,4064,66,0.784,0.763
3785525658,Existing Customer,43,1/12/1981,F,2,College,Married,Less than $40K,Blue,37,3,3,1,5380.00,1337,4043.00,0.845,8947,93,0.576,0.249
3785539833,Existing Customer,59,2/25/1965,M,1,Graduate,Single,$120K +,Blue,53,6,2,2,34516.00,0,34516.00,0.711,4333,70,0.628,0.000
3785570361,Existing Customer,102,2/9/1922,F,3,Graduate,Single,Less than $40K,Silver,30,2,1,1,11463.00,0,11463.00,0.908,14511,105,0.721,0.000
3785585130,Existing Customer,47,1/15/1977,N/A,1,Graduate,Single,$40K - $60K,Blue,36,5,3,0,6509.00,2033,4476.00,0.830,1409,37,0.370,0.312
3785627959,Existing Customer,57,4/4/1967,M,4,N/A,Married,$120K +,Blue,38,6,6,2,19802.00,1961,17841.00,1.125,2244,58,0.706,0.099
3785704785,Existing Customer,5,7/15/2009,M,3,Unknown,Married,$80K - $120K,Blue,43,5,3,0,2464.00,2116,348.00,0.744,2110,43,1.048,0.859
3785777433,Existing Customer,41,3/20/1999,F,4,Post-Graduate,Single,Less than $40K,Blue,36,5,4,1,2968.00,1873,1095.00,1.110,5171,85,0.889,0.631
3785884264,Existing Customer,37,5/17/1987,F,2,High School,Single,Unknown,N/A,36,3,2,1,2346.00,1621,725.00,0.613,4287,79,0.717,0.691
3786017599,Existing Customer,44,3/29/1980,F,2,Post-Graduate,Married,Less than $40K,N/A,36,6,3,2,10580.00,1023,9557.00,0.907,4721,81,0.800,0.097
3786097758,Existing Customer,60,3/2/1964,M,0,Unknown,Married,$60K - $80K,Blue,54,4,1,0,2759.00,2501,258.00,0.505,1650,34,0.700,0.906
3786097758,Existing Customer,60,3/2/1964,M,0,Unknown,Married,$60K - $80K,Blue,54,4,1,0,2759.00,2501,258.00,0.505,1650,34,0.700,0.906
3786107283,Existing Customer,48,4/8/1976,M,2,High School,Married,$40K - $60K,Blue,42,2,3,2,8786.00,1559,7227.00,0.909,8575,92,0.736,0.177
3786382852,,56,5/7/1968,F,2,Graduate,Divorced,Less than $40K,Blue,45,4,2,4,1960.00,1690,270.00,0.630,3870,67,0.558,0.862
3786392822,Existing Customer,5,3/15/2009,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,4,2509.00,1144,1365.00,0.692,1804,38,0.583,0.456
3786490308,Existing Customer,50,1/11/1974,F,2,Uneducated,Married,Unknown,Blue,44,6,2,5,16763.00,0,16763.00,0.880,3626,69,0.683,0.000
3786504033,Existing Customer,42,7/21/1982,F,4,Uneducated,Single,Less than $40K,Silver,36,4,3,3,10091.00,0,10091.00,1.121,3347,64,0.778,0.000
3786519483,Existing Customer,44,3/24/1980,M,3,Unknown,Married,$80K - $120K,Blue,38,3,1,4,4198.00,1782,2416.00,1.526,2051,36,1.000,0.424
3786522552,,39,7/10/1985,M,2,College,Married,$60K - $80K,Blue,26,3,1,4,2731.00,1573,1158.00,0.943,1813,38,0.727,0.576
3786546933,Existing Customer,51,2/1/1973,M,2,College,Married,$80K - $120K,Blue,45,3,3,1,21543.00,0,21543.00,0.530,3928,82,0.640,0.000
3786554746,Attrited Customer,9,2/21/2013,F,1,Graduate,Married,Less than $40K,Silver,36,2,3,3,11059.00,0,11059.00,0.990,9524,80,0.905,0.000
3786556908,Existing Customer,59,6/16/1965,F,0,College,Married,$40K - $60K,Blue,53,3,2,0,1438.30,0,1438.30,0.896,4457,79,0.927,0.000
3786567483,Existing Customer,44,5/28/1980,F,1,Unknown,Married,Less than $40K,Blue,38,5,2,4,3242.00,799,2443.00,0.459,1424,37,0.028,0.246
3786576858,Existing Customer,49,8/5/1975,M,2,Unknown,Single,$80K - $120K,Blue,43,3,3,5,4939.00,1190,3749.00,0.557,3764,64,0.524,0.241
3786655971,Existing Customer,48,4/28/1976,M,3,N/A,Single,$40K - $60K,Blue,36,3,2,3,7400.00,636,6764.00,0.972,1568,51,0.500,0.086
3786781342,Existing Customer,42,4/26/1993,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,2,4,2029.00,1377,652.00,0.838,4014,86,0.686,0.679
3786790514,Existing Customer,40,7/4/1998,M,2,High School,Unknown,$80K - $120K,Silver,32,5,2,3,34516.00,1182,33334.00,0.613,2440,54,0.543,0.034
3786804814,Existing Customer,51,8/21/1973,F,3,Graduate,Single,$40K - $60K,Blue,36,3,3,4,0.00,1847,738.00,0.627,3480,64,0.600,0.715
3786871226,Existing Customer,48,4/28/1976,M,3,N/A,Single,$40K - $60K,Blue,36,3,2,3,7400.00,636,6764.00,0.972,1568,51,0.500,0.086
3787099093,Existing Customer,50,1/21/1993,F,3,High School,Single,Less than $40K,Blue,42,1,3,2,1477.00,0,1477.00,0.685,4680,80,0.778,0.000
3787138165,Existing Customer,42,8/25/1997,M,4,Graduate,Unknown,$60K - $80K,Silver,30,3,1,3,29937.00,0,29937.00,0.746,14863,109,0.627,0.000
3787150541,Attrited Customer,39,1/22/1985,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,3,3,0.00,1299,12662.00,0.842,783,20,0.667,0.093
3787203553,Existing Customer,40,5/17/1984,F,3,Uneducated,Married,Less than $40K,Blue,29,4,1,2,0.00,2225,265.00,0.566,3339,71,0.543,0.894
3787236633,Existing Customer,47,3/14/1977,M,2,College,Single,$60K - $80K,Blue,41,2,3,3,20811.00,1302,19509.00,0.793,7192,82,0.708,0.063
3787241358,Existing Customer,34,7/30/1990,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516.00,1731,32785.00,0.605,2421,63,0.575,0.050
3787263880,Existing Customer,41,1/5/1983,N/A,3,High School,Married,Unknown,Blue,24,3,1,1,3427.00,1419,2008.00,0.685,4218,74,0.805,0.414
3787271133,Existing Customer,43,7/19/1981,M,1,Post-Graduate,Unknown,$60K - $80K,Blue,37,4,3,4,4112.00,1128,2984.00,0.587,4446,75,0.667,0.274
3787278858,Existing Customer,52,5/11/1972,F,1,Graduate,Married,$40K - $60K,Blue,46,5,1,2,2442.00,1507,935.00,0.631,4535,85,0.809,0.617
3787294983,Existing Customer,35,8/4/1989,M,2,Uneducated,Unknown,$120K +,Blue,29,5,1,2,3300.00,1731,1569.00,0.689,1745,27,0.929,0.525
3787301433,Existing Customer,42,3/8/1982,F,5,Graduate,Married,Less than $40K,Blue,36,5,2,4,4228.00,1709,2519.00,0.493,4389,79,0.580,0.404
3787304535,,42,8/26/1982,F,1,College,Married,Unknown,Blue,33,4,4,3,3119.00,1328,1791.00,0.967,4659,82,0.673,0.426
3787311333,Existing Customer,52,5/18/1972,M,2,Uneducated,Divorced,$40K - $60K,Blue,46,5,1,1,1438.30,0,1438.30,0.706,3763,74,0.850,0.000
3787349283,Attrited Customer,56,3/8/1968,M,1,Graduate,Married,$80K - $120K,Blue,50,3,6,3,8688.00,0,8688.00,0.426,2361,41,0.464,0.000
3787358733,Existing Customer,70,3/21/1954,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252.00,1495,1757.00,0.581,1227,15,0.875,0.460
3787365270,Existing Customer,106,6/7/1918,M,3,Unknown,Married,$120K +,Blue,33,2,4,3,34516.00,638,33878.00,0.724,13085,139,0.675,0.018
3787371708,Existing Customer,50,5/5/1974,M,4,College,Divorced,$60K - $80K,Blue,44,4,2,3,13911.00,2160,11751.00,0.730,2204,60,0.667,0.155
3787374060,,37,7/20/1987,M,2,Uneducated,Single,$60K - $80K,Blue,36,4,2,2,11419.00,2517,8902.00,1.211,3000,70,1.059,0.220
3787440858,Existing Customer,56,1/23/1968,F,2,High School,Married,$40K - $60K,Blue,41,5,3,2,2771.00,1446,1325.00,0.686,1706,27,0.227,0.522
3787449108,Existing Customer,43,2/12/1981,M,3,College,Single,$40K - $60K,Blue,23,6,2,2,4559.00,1664,2895.00,0.871,1652,37,0.609,0.365
3787451508,Existing Customer,52,3/22/1972,F,0,Graduate,Married,Less than $40K,Blue,37,3,1,2,1793.00,1284,509.00,0.902,3989,62,0.938,0.716
3787460883,Existing Customer,57,5/16/1967,M,1,Unknown,Single,$60K - $80K,Blue,43,3,3,1,19090.00,0,19090.00,0.530,4712,88,0.517,0.000
3787462458,Attrited Customer,39,8/1/1985,F,1,High School,Married,Less than $40K,Blue,25,2,2,1,2024.00,0,2024.00,0.801,2870,36,0.500,0.000
3787464258,Existing Customer,40,2/29/1984,M,2,Unknown,Divorced,$120K +,Blue,26,3,2,3,1438.30,0,1438.30,0.634,4776,82,0.673,0.000
3787466733,Existing Customer,29,1/17/1995,M,2,High School,Married,$80K - $120K,Blue,15,6,2,2,4158.00,1635,2523.00,0.778,1678,37,0.542,0.393
3787468008,Existing Customer,51,5/30/1973,F,0,Unknown,Married,Less than $40K,Blue,37,4,3,2,1515.00,996,519.00,0.558,4324,89,0.854,0.657
3787468908,Existing Customer,49,3/17/1975,F,4,High School,Married,Less than $40K,Blue,35,5,3,2,3038.00,2133,905.00,0.689,4784,83,0.694,0.702
3787471008,Attrited Customer,41,8/19/1983,M,3,Uneducated,Married,$40K - $60K,Blue,28,3,3,4,11091.00,0,11091.00,0.522,1234,34,0.308,0.000
3787473633,Attrited Customer,26,4/23/1998,M,0,Graduate,Single,Less than $40K,Blue,13,5,2,4,2469.00,2410,59.00,0.544,1027,20,0.176,0.976
3787473633,Attrited Customer,26,4/23/1998,M,0,Graduate,Single,Less than $40K,Blue,13,5,2,4,2469.00,2410,59.00,0.544,1027,20,0.176,0.976
3787474533,Existing Customer,53,5/27/1971,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,19116.00,0,19116.00,0.656,1184,29,0.611,0.000
3787476933,Existing Customer,35,6/3/1989,F,0,Unknown,Married,Less than $40K,Blue,22,2,2,3,3009.00,2517,492.00,0.735,5329,82,0.745,0.836
3787477983,Existing Customer,43,2/16/1981,M,1,High School,Married,$80K - $120K,Silver,30,1,1,3,34516.00,2045,32471.00,0.590,4081,54,0.421,0.059
3787482408,Existing Customer,49,4/30/1975,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,2,20533.00,1321,19212.00,0.716,3918,78,0.500,0.064
3787483539,Unknown,50,2/6/1974,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,4,2422.00,502,1920.00,0.997,2548,46,0.484,0.207
3787485558,Existing Customer,36,2/27/1988,F,2,Doctorate,Single,Unknown,Blue,23,5,2,3,6966.00,905,6061.00,0.755,4855,69,0.500,0.130
3787490283,Existing Customer,57,8/22/1967,F,2,Unknown,Married,Less than $40K,Blue,45,4,2,0,2494.00,1639,855.00,0.858,1555,39,0.625,0.657
3787491333,Existing Customer,46,2/19/1978,F,1,Unknown,Unknown,Less than $40K,Blue,34,1,3,1,2762.00,1793,969.00,0.901,5006,78,0.660,0.649
